model,params,acc_mean,acc_std,f1_mean,f1_std,confusion_matrix,accuracy_vector
DecisionTreeClassifier,Dict(:max_depth => 9),0.5297142857142857,0.029112340075493792,0.5295920966634806,0.026388542070527456,[276.0 3.0 8.0 1.0 24.0 1.0 25.0 4.0 7.0 1.0; 1.0 229.0 27.0 5.0 9.0 21.0 3.0 5.0 35.0 15.0; 9.0 29.0 144.0 16.0 27.0 56.0 7.0 17.0 27.0 18.0; 3.0 6.0 34.0 195.0 9.0 21.0 9.0 40.0 20.0 13.0; 30.0 21.0 44.0 14.0 144.0 5.0 41.0 16.0 25.0 10.0; 2.0 10.0 62.0 11.0 7.0 132.0 7.0 14.0 29.0 76.0; 15.0 4.0 17.0 13.0 34.0 2.0 225.0 15.0 15.0 10.0; 6.0 4.0 34.0 48.0 20.0 25.0 14.0 172.0 16.0 11.0; 3.0 24.0 30.0 14.0 19.0 23.0 17.0 11.0 149.0 60.0; 0.0 22.0 18.0 1.0 10.0 48.0 9.0 5.0 49.0 188.0],"[0.5, 0.5285714285714286, 0.5457142857142857, 0.5371428571428571, 0.56, 0.5628571428571428, 0.49142857142857144, 0.5314285714285715, 0.4828571428571429, 0.5571428571428572]"
DecisionTreeClassifier,Dict(:max_depth => 10),0.5234285714285715,0.023744673588186556,0.5248201722239099,0.021990177635038247,[273.0 5.0 5.0 2.0 31.0 1.0 21.0 6.0 4.0 2.0; 4.0 219.0 41.0 8.0 9.0 15.0 6.0 6.0 28.0 14.0; 8.0 32.0 153.0 13.0 25.0 50.0 6.0 19.0 25.0 19.0; 1.0 6.0 33.0 197.0 14.0 17.0 8.0 47.0 18.0 9.0; 30.0 18.0 37.0 10.0 158.0 8.0 37.0 19.0 22.0 11.0; 2.0 20.0 60.0 12.0 7.0 138.0 6.0 13.0 28.0 64.0; 16.0 5.0 16.0 15.0 34.0 7.0 206.0 22.0 17.0 12.0; 4.0 5.0 31.0 46.0 15.0 26.0 14.0 178.0 24.0 7.0; 4.0 26.0 32.0 11.0 28.0 31.0 16.0 19.0 128.0 55.0; 1.0 20.0 18.0 4.0 10.0 58.0 11.0 8.0 38.0 182.0],"[0.5085714285714286, 0.5114285714285715, 0.5257142857142857, 0.5428571428571428, 0.5457142857142857, 0.5485714285714286, 0.4942857142857143, 0.54, 0.48, 0.5371428571428571]"
DecisionTreeClassifier,Dict(:max_depth => 12),0.5191428571428571,0.027505513774184615,0.5207385529650159,0.023808548156326523,[274.0 4.0 5.0 2.0 33.0 1.0 20.0 4.0 6.0 1.0; 5.0 216.0 44.0 5.0 18.0 14.0 7.0 7.0 21.0 13.0; 7.0 32.0 126.0 18.0 32.0 55.0 9.0 19.0 34.0 18.0; 2.0 3.0 30.0 191.0 17.0 21.0 9.0 44.0 19.0 14.0; 31.0 16.0 35.0 15.0 158.0 8.0 33.0 16.0 26.0 12.0; 3.0 13.0 43.0 16.0 12.0 149.0 6.0 14.0 37.0 57.0; 19.0 4.0 11.0 9.0 31.0 7.0 214.0 21.0 18.0 16.0; 6.0 4.0 25.0 48.0 26.0 29.0 11.0 175.0 18.0 8.0; 6.0 34.0 35.0 14.0 21.0 27.0 15.0 22.0 134.0 42.0; 1.0 19.0 17.0 7.0 7.0 55.0 11.0 5.0 48.0 180.0],"[0.4742857142857143, 0.5142857142857142, 0.5371428571428571, 0.5257142857142857, 0.5285714285714286, 0.56, 0.4942857142857143, 0.5428571428571428, 0.4828571428571429, 0.5314285714285715]"
DecisionTreeClassifier,Dict(:max_depth => 13),0.5094285714285716,0.02457991732290625,0.5105137966853873,0.023407443828944875,[269.0 3.0 6.0 2.0 41.0 0.0 18.0 4.0 6.0 1.0; 2.0 215.0 37.0 8.0 15.0 14.0 9.0 6.0 28.0 16.0; 9.0 33.0 118.0 23.0 33.0 53.0 7.0 22.0 32.0 20.0; 1.0 5.0 30.0 191.0 18.0 20.0 8.0 43.0 25.0 9.0; 28.0 16.0 33.0 13.0 162.0 9.0 36.0 21.0 22.0 10.0; 3.0 18.0 44.0 21.0 12.0 142.0 5.0 14.0 35.0 56.0; 19.0 4.0 12.0 8.0 29.0 8.0 215.0 22.0 22.0 11.0; 7.0 4.0 26.0 50.0 27.0 25.0 13.0 173.0 16.0 9.0; 2.0 30.0 34.0 19.0 26.0 30.0 20.0 16.0 127.0 46.0; 2.0 24.0 23.0 5.0 11.0 53.0 10.0 5.0 46.0 171.0],"[0.47714285714285715, 0.4828571428571429, 0.5257142857142857, 0.5285714285714286, 0.5142857142857142, 0.5457142857142857, 0.48, 0.5342857142857143, 0.4942857142857143, 0.5114285714285715]"
DecisionTreeClassifier,Dict(:max_depth => 14),0.5082857142857142,0.027976342451461595,0.5094622606999408,0.025878809629988245,[267.0 3.0 6.0 2.0 40.0 1.0 21.0 4.0 6.0 0.0; 4.0 214.0 46.0 3.0 17.0 13.0 7.0 6.0 25.0 15.0; 9.0 37.0 118.0 21.0 30.0 45.0 6.0 24.0 32.0 28.0; 1.0 4.0 27.0 192.0 23.0 20.0 9.0 42.0 20.0 12.0; 34.0 11.0 28.0 15.0 155.0 11.0 39.0 17.0 27.0 13.0; 2.0 16.0 41.0 21.0 12.0 142.0 8.0 18.0 39.0 51.0; 17.0 4.0 12.0 10.0 35.0 9.0 209.0 23.0 20.0 11.0; 8.0 5.0 25.0 42.0 27.0 28.0 8.0 177.0 22.0 8.0; 2.0 31.0 35.0 14.0 24.0 29.0 19.0 20.0 134.0 42.0; 1.0 21.0 23.0 7.0 7.0 57.0 11.0 6.0 46.0 171.0],"[0.48857142857142855, 0.48, 0.5371428571428571, 0.52, 0.5085714285714286, 0.5485714285714286, 0.4714285714285714, 0.5228571428571429, 0.4742857142857143, 0.5314285714285715]"
DecisionTreeClassifier,Dict(:max_depth => 15),0.5114285714285713,0.027569742525962157,0.5126089188612535,0.02463108446856752,[266.0 3.0 6.0 3.0 39.0 1.0 20.0 7.0 4.0 1.0; 5.0 219.0 40.0 5.0 17.0 13.0 6.0 8.0 25.0 12.0; 8.0 32.0 117.0 21.0 31.0 51.0 7.0 23.0 34.0 26.0; 1.0 1.0 30.0 195.0 17.0 19.0 8.0 43.0 24.0 12.0; 29.0 15.0 30.0 12.0 162.0 8.0 37.0 21.0 25.0 11.0; 2.0 17.0 40.0 22.0 15.0 143.0 6.0 19.0 36.0 50.0; 18.0 5.0 12.0 8.0 37.0 9.0 209.0 21.0 18.0 13.0; 7.0 5.0 26.0 51.0 25.0 23.0 10.0 179.0 17.0 7.0; 2.0 32.0 29.0 17.0 26.0 24.0 19.0 24.0 130.0 47.0; 0.0 17.0 22.0 7.0 14.0 50.0 11.0 8.0 51.0 170.0],"[0.48857142857142855, 0.47714285714285715, 0.5171428571428571, 0.5371428571428571, 0.49714285714285716, 0.5542857142857143, 0.5085714285714286, 0.5314285714285715, 0.4714285714285714, 0.5314285714285715]"
DecisionTreeClassifier,Dict(:max_depth => 20),0.5131428571428571,0.030303079777325107,0.514212626999476,0.028216525901514983,[267.0 5.0 5.0 2.0 40.0 0.0 20.0 5.0 6.0 0.0; 2.0 220.0 40.0 6.0 16.0 9.0 8.0 8.0 22.0 19.0; 8.0 35.0 113.0 26.0 33.0 46.0 8.0 23.0 35.0 23.0; 2.0 4.0 28.0 194.0 14.0 21.0 11.0 45.0 23.0 8.0; 30.0 11.0 33.0 10.0 165.0 10.0 34.0 24.0 22.0 11.0; 3.0 16.0 40.0 28.0 14.0 141.0 6.0 17.0 36.0 49.0; 18.0 4.0 14.0 8.0 36.0 8.0 217.0 17.0 18.0 10.0; 6.0 5.0 27.0 48.0 28.0 23.0 12.0 175.0 18.0 8.0; 2.0 29.0 39.0 12.0 24.0 25.0 19.0 21.0 135.0 44.0; 1.0 20.0 28.0 8.0 16.0 48.0 10.0 8.0 42.0 169.0],"[0.4828571428571429, 0.48, 0.5371428571428571, 0.5285714285714286, 0.52, 0.5657142857142857, 0.49714285714285716, 0.5314285714285715, 0.4685714285714286, 0.52]"
DecisionTreeClassifier,Dict(:max_depth => 11),0.5114285714285713,0.041991252733425896,0.5122865759441818,0.040655560580739235,[273.0 5.0 6.0 1.0 34.0 1.0 18.0 5.0 5.0 2.0; 5.0 218.0 45.0 5.0 14.0 15.0 5.0 6.0 25.0 12.0; 11.0 33.0 125.0 16.0 25.0 58.0 8.0 24.0 30.0 20.0; 3.0 5.0 33.0 192.0 16.0 21.0 7.0 43.0 18.0 12.0; 35.0 20.0 33.0 10.0 145.0 8.0 35.0 28.0 28.0 8.0; 3.0 18.0 47.0 13.0 7.0 146.0 8.0 13.0 33.0 62.0; 16.0 4.0 10.0 11.0 38.0 9.0 211.0 23.0 18.0 10.0; 9.0 4.0 27.0 49.0 22.0 25.0 12.0 178.0 14.0 10.0; 3.0 27.0 29.0 21.0 30.0 30.0 14.0 18.0 127.0 51.0; 1.0 23.0 19.0 3.0 10.0 56.0 11.0 8.0 44.0 175.0],"[0.48, 0.49142857142857144, 0.52, 0.5657142857142857, 0.5514285714285714, 0.5542857142857143, 0.44571428571428573, 0.5428571428571428, 0.46, 0.5028571428571429]"
DecisionTreeClassifier,Dict(:max_depth => 5),0.4837142857142857,0.018858585803378815,0.4709157892266954,0.023597933488445178,[262.0 4.0 3.0 2.0 44.0 0.0 29.0 0.0 3.0 3.0; 1.0 168.0 69.0 3.0 12.0 1.0 10.0 1.0 48.0 37.0; 9.0 14.0 196.0 3.0 29.0 6.0 13.0 16.0 27.0 37.0; 0.0 9.0 47.0 118.0 22.0 1.0 6.0 98.0 25.0 24.0; 36.0 10.0 45.0 6.0 164.0 1.0 33.0 8.0 37.0 10.0; 1.0 6.0 120.0 6.0 6.0 42.0 6.0 14.0 28.0 121.0; 12.0 1.0 9.0 7.0 50.0 0.0 236.0 3.0 26.0 6.0; 4.0 2.0 44.0 14.0 27.0 3.0 18.0 197.0 25.0 16.0; 3.0 17.0 62.0 7.0 32.0 5.0 30.0 3.0 122.0 69.0; 0.0 15.0 52.0 1.0 10.0 40.0 9.0 0.0 35.0 188.0],"[0.46285714285714286, 0.48, 0.5142857142857142, 0.48857142857142855, 0.49714285714285716, 0.5114285714285715, 0.46, 0.4714285714285714, 0.4742857142857143, 0.47714285714285715]"
DecisionTreeClassifier,Dict(:max_depth => 6),0.5077142857142857,0.02594429756157832,0.49765675511435187,0.0347729880803022,[276.0 5.0 3.0 1.0 35.0 0.0 20.0 2.0 6.0 2.0; 1.0 225.0 42.0 4.0 8.0 9.0 7.0 3.0 39.0 12.0; 8.0 27.0 192.0 6.0 15.0 17.0 17.0 23.0 24.0 21.0; 0.0 11.0 47.0 180.0 11.0 6.0 9.0 40.0 30.0 16.0; 32.0 16.0 44.0 10.0 141.0 2.0 47.0 15.0 36.0 7.0; 1.0 13.0 108.0 8.0 4.0 78.0 7.0 10.0 34.0 87.0; 16.0 2.0 5.0 7.0 37.0 0.0 241.0 6.0 29.0 7.0; 4.0 6.0 45.0 63.0 15.0 7.0 20.0 151.0 28.0 11.0; 3.0 33.0 53.0 11.0 19.0 12.0 31.0 13.0 120.0 55.0; 0.0 26.0 26.0 1.0 7.0 59.0 9.0 4.0 45.0 173.0],"[0.4857142857142857, 0.5114285714285715, 0.5114285714285715, 0.5428571428571428, 0.5457142857142857, 0.5371428571428571, 0.49142857142857144, 0.4857142857142857, 0.48, 0.4857142857142857]"
DecisionTreeClassifier,Dict(:max_depth => 8),0.5368571428571429,0.02267586848034424,0.5381193597795563,0.02132619229900709,[276.0 5.0 8.0 1.0 30.0 0.0 14.0 5.0 9.0 2.0; 6.0 227.0 34.0 2.0 7.0 16.0 6.0 4.0 37.0 11.0; 7.0 24.0 171.0 13.0 17.0 48.0 10.0 23.0 18.0 19.0; 1.0 6.0 37.0 197.0 13.0 22.0 10.0 36.0 19.0 9.0; 29.0 19.0 47.0 13.0 136.0 10.0 44.0 22.0 22.0 8.0; 2.0 13.0 73.0 8.0 5.0 168.0 6.0 10.0 25.0 40.0; 19.0 6.0 12.0 11.0 35.0 4.0 225.0 15.0 17.0 6.0; 5.0 5.0 39.0 44.0 23.0 22.0 12.0 170.0 22.0 8.0; 2.0 24.0 42.0 9.0 19.0 33.0 20.0 12.0 149.0 40.0; 1.0 15.0 22.0 1.0 6.0 70.0 12.0 2.0 61.0 160.0],"[0.4942857142857143, 0.5314285714285715, 0.5485714285714286, 0.5685714285714286, 0.5428571428571428, 0.56, 0.5257142857142857, 0.54, 0.5085714285714286, 0.5485714285714286]"
DecisionTreeClassifier,Dict(:max_depth => 9),0.542,0.02446896317235693,0.5415479682195661,0.023049979081635332,[276.0 6.0 3.0 2.0 31.0 0.0 18.0 4.0 9.0 1.0; 4.0 237.0 27.0 2.0 12.0 16.0 5.0 5.0 32.0 10.0; 6.0 30.0 139.0 14.0 28.0 62.0 8.0 18.0 26.0 19.0; 1.0 6.0 32.0 201.0 11.0 25.0 8.0 38.0 17.0 11.0; 30.0 18.0 39.0 13.0 145.0 12.0 42.0 17.0 24.0 10.0; 4.0 15.0 57.0 4.0 4.0 169.0 7.0 16.0 30.0 44.0; 13.0 5.0 16.0 12.0 38.0 3.0 227.0 16.0 14.0 6.0; 4.0 5.0 35.0 52.0 21.0 24.0 14.0 172.0 19.0 4.0; 4.0 35.0 27.0 11.0 17.0 26.0 19.0 15.0 148.0 48.0; 1.0 24.0 17.0 1.0 8.0 52.0 10.0 5.0 49.0 183.0],"[0.4857142857142857, 0.5428571428571428, 0.5657142857142857, 0.5685714285714286, 0.56, 0.5571428571428572, 0.5342857142857143, 0.5342857142857143, 0.5257142857142857, 0.5457142857142857]"
DecisionTreeClassifier,Dict(:max_depth => 10),0.5325714285714286,0.024951653933429047,0.5320531056175642,0.022980795384952356,[270.0 6.0 2.0 2.0 33.0 1.0 21.0 5.0 9.0 1.0; 5.0 231.0 30.0 3.0 13.0 17.0 3.0 6.0 28.0 14.0; 7.0 28.0 139.0 24.0 30.0 56.0 7.0 18.0 22.0 19.0; 0.0 6.0 25.0 199.0 13.0 25.0 11.0 45.0 16.0 10.0; 34.0 16.0 46.0 13.0 143.0 9.0 41.0 20.0 22.0 6.0; 2.0 17.0 55.0 12.0 6.0 164.0 7.0 17.0 26.0 44.0; 17.0 4.0 14.0 12.0 31.0 5.0 216.0 24.0 17.0 10.0; 4.0 3.0 32.0 55.0 19.0 23.0 11.0 176.0 21.0 6.0; 5.0 35.0 29.0 14.0 20.0 31.0 15.0 12.0 143.0 46.0; 1.0 23.0 16.0 3.0 8.0 53.0 10.0 3.0 50.0 183.0],"[0.4857142857142857, 0.5257142857142857, 0.5571428571428572, 0.5542857142857143, 0.5514285714285714, 0.5428571428571428, 0.54, 0.54, 0.49142857142857144, 0.5371428571428571]"
DecisionTreeClassifier,Dict(:max_depth => 12),0.53,0.030453860867275227,0.5307669715005455,0.029231614660963724,[273.0 4.0 4.0 2.0 37.0 2.0 16.0 4.0 7.0 1.0; 3.0 226.0 38.0 5.0 19.0 15.0 6.0 6.0 20.0 12.0; 7.0 29.0 129.0 17.0 34.0 46.0 8.0 20.0 38.0 22.0; 1.0 5.0 37.0 194.0 15.0 20.0 10.0 40.0 19.0 9.0; 34.0 11.0 36.0 9.0 160.0 10.0 37.0 19.0 24.0 10.0; 1.0 18.0 42.0 19.0 11.0 161.0 7.0 17.0 32.0 42.0; 22.0 2.0 12.0 11.0 36.0 8.0 209.0 20.0 16.0 14.0; 7.0 6.0 30.0 50.0 21.0 17.0 12.0 181.0 17.0 9.0; 3.0 31.0 33.0 15.0 24.0 28.0 18.0 16.0 145.0 37.0; 3.0 21.0 14.0 7.0 15.0 43.0 10.0 3.0 57.0 177.0],"[0.48857142857142855, 0.5228571428571429, 0.52, 0.5942857142857143, 0.5142857142857142, 0.5685714285714286, 0.5285714285714286, 0.5314285714285715, 0.5057142857142857, 0.5257142857142857]"
DecisionTreeClassifier,Dict(:max_depth => 13),0.5277142857142858,0.015939226986152747,0.5295287534996962,0.017023162876898913,[270.0 6.0 4.0 2.0 38.0 1.0 18.0 4.0 6.0 1.0; 5.0 223.0 41.0 5.0 12.0 15.0 7.0 4.0 22.0 16.0; 7.0 28.0 122.0 19.0 41.0 46.0 9.0 20.0 37.0 21.0; 1.0 4.0 31.0 199.0 18.0 25.0 9.0 41.0 15.0 7.0; 28.0 15.0 34.0 11.0 167.0 11.0 33.0 20.0 23.0 8.0; 2.0 14.0 39.0 19.0 9.0 157.0 8.0 15.0 40.0 47.0; 20.0 4.0 11.0 10.0 34.0 4.0 212.0 22.0 19.0 14.0; 5.0 6.0 32.0 44.0 20.0 23.0 14.0 178.0 18.0 10.0; 4.0 35.0 27.0 15.0 27.0 35.0 15.0 16.0 141.0 35.0; 2.0 26.0 20.0 6.0 15.0 39.0 9.0 5.0 50.0 178.0],"[0.5142857142857142, 0.5228571428571429, 0.5114285714285715, 0.5657142857142857, 0.5285714285714286, 0.5342857142857143, 0.5142857142857142, 0.5285714285714286, 0.5371428571428571, 0.52]"
DecisionTreeClassifier,Dict(:max_depth => 14),0.528,0.016151212895771504,0.528266946843132,0.013330558086415742,[274.0 4.0 6.0 2.0 36.0 1.0 17.0 4.0 4.0 2.0; 6.0 228.0 38.0 5.0 9.0 13.0 8.0 5.0 22.0 16.0; 8.0 25.0 116.0 22.0 37.0 56.0 7.0 20.0 35.0 24.0; 1.0 4.0 29.0 195.0 17.0 22.0 9.0 45.0 19.0 9.0; 33.0 16.0 32.0 11.0 160.0 10.0 32.0 21.0 27.0 8.0; 2.0 15.0 35.0 22.0 7.0 161.0 10.0 19.0 36.0 43.0; 21.0 4.0 11.0 9.0 29.0 6.0 216.0 18.0 23.0 13.0; 3.0 6.0 22.0 50.0 30.0 21.0 12.0 179.0 20.0 7.0; 3.0 28.0 26.0 18.0 25.0 33.0 16.0 17.0 146.0 38.0; 1.0 21.0 21.0 4.0 18.0 42.0 12.0 5.0 53.0 173.0],"[0.5171428571428571, 0.5057142857142857, 0.5314285714285715, 0.5485714285714286, 0.5057142857142857, 0.5457142857142857, 0.54, 0.5428571428571428, 0.5171428571428571, 0.5257142857142857]"
DecisionTreeClassifier,Dict(:max_depth => 15),0.5314285714285714,0.017766436291597743,0.5327171851499016,0.01759678094505882,[271.0 6.0 6.0 2.0 35.0 2.0 16.0 4.0 7.0 1.0; 4.0 227.0 37.0 3.0 9.0 12.0 8.0 7.0 25.0 18.0; 7.0 27.0 121.0 22.0 44.0 43.0 6.0 24.0 34.0 22.0; 1.0 3.0 34.0 196.0 19.0 23.0 8.0 40.0 18.0 8.0; 27.0 12.0 29.0 11.0 165.0 7.0 35.0 24.0 30.0 10.0; 2.0 14.0 32.0 23.0 6.0 159.0 8.0 19.0 38.0 49.0; 18.0 4.0 8.0 9.0 31.0 5.0 221.0 21.0 20.0 13.0; 9.0 9.0 24.0 47.0 32.0 15.0 12.0 173.0 20.0 9.0; 3.0 28.0 24.0 17.0 28.0 33.0 16.0 16.0 145.0 40.0; 2.0 18.0 19.0 6.0 17.0 34.0 11.0 6.0 55.0 182.0],"[0.5285714285714286, 0.5257142857142857, 0.5142857142857142, 0.5714285714285714, 0.5314285714285715, 0.5485714285714286, 0.5314285714285715, 0.5342857142857143, 0.5114285714285715, 0.5171428571428571]"
